Order,Component,Type
4298,激怒,word
4299,その子は激怒していてどうにもならない。,sentence
4300,物体,word
4301,これらの物体は本来は有害ではない。,sentence
4302,言い替える,word
4303,いいかえれば、当事者はべつとして、その出来事を知っているものは、大阪中にただ一人しかいない-ということになる。,sentence
4304,由来,word
4305,このパレードは古い儀式に由来している。,sentence
4306,付け加える,word
4307,この件について、他に何か付け加えたいことがある？,sentence
4308,留守番,word
4309,その子は留守番をしなければならないと言って怒っていた。,sentence
4310,泣き止む,word
4311,うちの赤ちゃんは、僕がいないいないばあをするとすぐに泣きやむんだ。,sentence
4312,発病,word
4313,ロサンゼルス,word
4314,ニュージーランドへの途中、我々はロスアンゼルスに二日間泊まった。,sentence
4315,白鳥,word
4316,たくさんの白い白鳥がいた池が以前はここにあった。,sentence
4317,焦る,word
4318,あせって仕事を仕上げようとすれば、無用な間違いを犯す。,sentence
4319,直撃,word
4320,トムの乗っていた電車に雷が直撃した。,sentence
4321,一昨日,word
4322,「戻ったのはいつなの？」「おととい戻ったよ」,sentence
4323,真っ白,word
4324,このタオル、真っ白だよ。,sentence
4325,パンク,word
4326,このまま食べたら体がパンクしますよ。,sentence
4327,砂浜,word
4328,トムとメアリーは砂浜で砂の城を作った。,sentence
4329,祖国,word
4330,僕らはカナダ人で、祖国が大好きです。,sentence
4331,税務,word
4332,署,word
4333,税務署,word
4334,伝統的,word
4335,これはエメットがいかに伝統的な建築デザインを修正したかを示すすばらしい例である。,sentence
4336,総論,word
4337,和らげる,word
4338,この痛みをやわらげる薬が何かほしい。,sentence
4339,美女,word
4340,実はね、この地域で一番の美女と結婚する事になったんだ？,sentence
4341,飛び越える,word
4342,うさぎが、犬を飛び越えました。,sentence
4343,老化,word
4344,拡大経済は老化している。,sentence
4345,独り言,word
4346,「どうしたらいいだろう？」と私は独り言を言った。,sentence
4347,脂,word
4348,バターは乳脂から作られる。,sentence
4349,コロンブス,sentence-component
4350,コロンブスがアメリカを発見したのは、偶然だった。,sentence
4351,腸,word
4352,腸の具合が悪い。,sentence
4353,くっ付く,word
4354,このテープはくっつかない。,sentence
4355,花嫁,word
4356,メアリーは本当にかわいらしい花嫁さんだったよ。,sentence
4357,交通量,word
4358,あの通りは交通量が多いよ。,sentence
4359,茶色,word
4360,あの茶色の屋根の建物は教会だ。,sentence
4361,ウッド,word
4362,「うちで働いてみたいかね」とウッドさんが尋ねました。,sentence
4363,補充,word
4364,不足を借金で補充した。,sentence
4365,数週間,word
4366,あっという間に数時間、数日、数週間が経ってしまった。,sentence
4367,西暦,word
4368,愚か者,word
4369,ある人を天才にし、別の人を愚か者にするのは何なのか。,sentence
4370,要所,word
4371,動詞,word
4372,この動詞の変化を言えますか。,sentence
4373,親密,word
4374,家族とは親密ですか？,sentence
4375,お姉ちゃん,word
4376,あそこで歌っている女の子は僕のお姉ちゃんだよ。,sentence
4377,調節,word
4378,この机は子供たちに合わせて高さが調節できる。,sentence
4379,親父,word
4380,うちでは父のことを「おやじさん」と言います。,sentence
4381,買い手,word
4382,あの家はまだ買い手がつかない。,sentence
4383,嘗める,word
4384,そのジャムをちょっとなめてみた。,sentence
4385,足首,word
4386,ソース,word
4387,「ソースは残っていますか」「いいえ、全然ありません」,sentence
4388,路地,word
4389,その町にはたくさんの狭い路地がある。,sentence
4390,私自身,word
4391,この世のどこかに、まだ私自身の知らない使命が私を待っているような気がしていた。,sentence
4392,逃走,word
4393,少年がいくらかお金を持って逃走した。,sentence
4394,儲ける,word
4395,たくさんお金を儲けたい。,sentence
4396,途上,word
4397,その国は、民主国家への途上にある。,sentence
4398,通帳,word
4399,私は自分の通帳を見たが、幸運にも５０ドル余分に入っていた。,sentence
4400,揃える,word
4401,この店で君の必要な品はすべてそろえられる。,sentence
4402,遊園,word
4403,遊園地,word
4404,その遊園地を建築するのに１０年かかった。,sentence
4405,カウンター,word
4406,あそこのカウンターです。,sentence
4407,道場,word
4408,両,word
4409,この列車は七両編成です。,sentence
4410,遭難,word
4411,彼らは山で遭難した。,sentence
4412,早急,word
4413,この件について早急に調べてください。,sentence
4414,遺言,word
4415,いま遺言の残りを読んでいいですか。,sentence
4416,伏せる,word
4417,このことは伏せておいたほうがいい。,sentence
4418,釜,word
4419,きのう交差点でお釜を掘られちゃったよ。,sentence
4420,キング,word
4421,キング先生の診察の予約をしたいのですが。,sentence
4422,長所,word
4423,あなたの長所は何ですか。,sentence
4424,間際,word
4425,彼は死ぬ間際にあなたに手紙を書き続けるように頼みました。,sentence
4426,クリスマスプレゼント,word
4427,これは彼からのクリスマスプレゼントです。,sentence
4428,除外,word
4429,このデータは除外した方がいい。正確というには程とおいものだ。,sentence
4430,ブロック,word
4431,この通りを２ブロック行って、左に曲がりなさい。,sentence
4432,雌,word
4433,犬は３匹いますが、１匹が雄であとは雌です。,sentence
4434,テキスト,word
4435,このテキストにはたくさんの注がついている。,sentence
4436,電流,word
4437,仕舞い,word
4438,あなたがトムとキスしようがしまいが、私には関係ないわ。,sentence
4439,音色,word
4440,このギターは音色があっている。,sentence
4441,呆れる,word
4442,あいつの馬鹿さ加減には、もう、あきれちゃうよ。,sentence
4443,頑固,word
4444,あなたって本当に頑固ね。,sentence
4445,出会い,word
4446,その出会いは彼女に多大な喜びをもたらした。,sentence
4447,領収,word
4448,領収書,word
4449,スミスさんのサイン入りの領収書が必要なんです。,sentence
4450,酔い,word
4451,ついハメをはずして飲みすぎたのか翌日はひどい二日酔いでした。,sentence
4452,高地,word
4453,飛行機でお酒飲むと、気圧のせいか酔いやすい。,sentence
4454,含める,word
4455,その男の子を含め、６人が招待されました。,sentence
4456,高等学校,word
4457,彼は高等学校の生徒ではありません。,sentence
4458,お仕事,word
4459,お仕事の調子はどうですか。,sentence
4460,一人前,word
4461,あなたを一人前の男にしてあげよう。,sentence
4462,飲料,word
4463,この水は飲料に適している。,sentence
4464,不平等,word
4465,日本の結婚制度は男に不利な男女不平等条約だと思います。,sentence
4466,御邪魔,word
4467,「お宅にお邪魔してもよろしいですか。」「いつでも構いませんよ。」,sentence
4468,本意,word
4469,彼は何でも金本意に見る。,sentence
4470,不本意,word
4471,彼女は不本意ながらもそうした。,sentence
4472,満開,word
4473,さくらは満開だった。,sentence
4474,両立,word
4475,バイトと勉強両立できないならバイト辞めたら？,sentence
4476,一歩,word
4477,その男は、彼女が部屋に入れるように一歩脇によった。,sentence
4478,亭主,word
4479,睨,kanji
4480,睨む,word
4481,ここだけの話だが彼は上司ににらまれている。,sentence
4482,仲裁,word
4483,吹き出す,word
4484,その光景を見て、私は思わず吹き出してしまった。,sentence
4485,体格,word
4486,彼の巨大な体格に僕は自分が小さく思えた。,sentence
4487,視線,word
4488,みなの視線が彼女に注がれた。,sentence
4489,余る,word
4490,この仕事は私の力に余る。,sentence
4491,拗,kanji
4492,執拗,word
4493,彼女は彼の執拗さにうんざりしていた。,sentence
4494,しつこい,word
4495,あなたは英語を学ぶ努力をしつこいくらいにやるべきだ。,sentence
4496,倍増,word
4497,引っ掛かる,word
4498,こういった場所に引っかかるのは、一体どういった種類の人たちなんだろう？,sentence
4499,儀礼,word
4500,蔓,word
4501,痙,kanji
4502,痙,word-component
4503,䜌,kanji
4504,攣,kanji
4505,攣る,word
4506,吊る,word
4507,つる,word
4508,それは葡萄のつるだよ。,sentence
4509,免税,word
4510,この品物は全部免税です。,sentence
4511,取り止める,word
4512,あえて休暇を取りやめるには及ばない。,sentence
4513,円満,word
4514,家庭は円満だ。,sentence
4515,ポット,word
4516,コーヒーをポット１杯分持ってきてもらいたいのだが。,sentence
4517,初任,word
4518,給,word
4519,初任給,word
4520,御世辞,word
4521,お世辞には気をつけよう。,sentence
4522,削除,word
4523,このファイルは削除して下さい。,sentence
4524,オーブン,word
4525,あなたの夕飯はオーブンの中に入れてあります。,sentence
4526,半月,word
4527,私たちはその船を半月と名付けた。,sentence
4528,頭上,word
4529,天は我々の頭上にあると同様に、我々の足下にもある。,sentence
4530,半端,word
4531,半端な時間に自転車に乗るだけだ。,sentence
4532,陣,word
4533,「日本の経営陣は米国の労働者の扱い方を身につけなければいけない」と彼は言った。,sentence
4534,叔父,word
4535,路線,word
4536,バスの路線図がほしいのですが。,sentence
4537,受話,word
4538,受話器,word
4539,受話器から変な音がして止まらない。,sentence
4540,がたがた,word
4541,うるさいなあ。結婚記念日を忘れたくらいでガタガタ言うなよ。,sentence
4542,口紅,word
4543,ブライアンはケイトのために口紅を買った。,sentence
4544,外交官,word
4545,うまい外交官とは、人に秘密をもらさせる手をいつもつかう人である。,sentence
4546,各自,word
4547,各自運転するときは気をつけなければいけない。,sentence
4548,精力,word
4549,あなたが全精力をその勉強にかたむければ、英語は習得できるだろう。,sentence
4550,同窓,word
4551,同窓会,word
4552,この前小学校の同窓会に行った。,sentence
4553,夜通し,word
4554,ひどい交通騒音のため、私は夜通し眠れなかった。,sentence
4555,味覚,word
4556,君はとてもいい味覚をしてるよ。,sentence
4557,八方,word
4558,うわさは四方八方に広がった。,sentence
4559,呼び掛ける,word
4560,アメリカは条約違反国に対する武器の輸出禁止を呼びかけています。,sentence
4561,日常生活,word
4562,きれいな水は我々の日常生活に必要だ。,sentence
4563,問い合わせる,word
4564,この本が図書館にあるかどうか問い合わせて下さい。,sentence
4565,彼是,word
4566,あれこれ言わないで。自分で考えるから。,sentence
4567,売り出す,word
4568,これらの新車は売り出し中です。,sentence
4569,纏う,word
4570,売店,word
4571,アイスクリーム売りが外の売店で客にアイスクリームを売っている。,sentence
4572,保守的,word
4573,イギリス人は保守的だと言われている。,sentence
4574,大喜び,word
4575,そのショーで観客は大喜びだった。,sentence
4576,ごみ,word
4577,この町では１週に何回ごみを集めますか。,sentence
4578,妻子,word
4579,妻子は運命に与えられた人質である。,sentence
4580,在宅,word
4581,あなたのお母さんは、今御在宅ですか。,sentence
4582,姑,kanji
4583,姑,word
4584,こちらの方はあなたのお姑さん？,sentence
4585,窺う,word
4586,うかがう,word
4587,お名前は以前からうかがっております。,sentence
4588,学期,word
4589,ひと学期、やっと終わったね？,sentence
4590,ヘリコプター,word
4591,そのヘリコプターはビルの上でとまった。,sentence
4592,少なからず,word
4593,被災,word
4594,居酒屋,word
4595,居酒屋まで駆けっこしましょう！,sentence
4596,白状,word
4597,その男はついに白状した。,sentence
4598,岬,word
4599,その船は岬を回った。,sentence
4600,窃盗,word
4601,トムは窃盗の理由で解雇された。,sentence
4602,常用,word
4603,何か薬を常用していますか。,sentence
4604,躓,kanji
4605,躓く,word
4606,こんな暗闇では、目が見えなくて何度も何かにつまづく。,sentence
4607,年中,word
4608,トムね、つまずいた時に足首を折ったんだよ。,sentence
4609,言い表す,word
4610,テニスは年中やってるよ。,sentence
4611,役場,word
4612,その景色の美しさは言葉では言い表せない。,sentence
4613,ぞっと,word
4614,ここが役場です。,sentence
4615,徹する,word
4616,あいつを見るとぞっとするよ。,sentence
4617,生まれ育つ,word
4618,夜を徹するか否か。,sentence
4619,恨み,word
4620,ここで生まれ育ちました。,sentence
4621,つぐ,word
4622,君にはなんの恨みもない。,sentence
4623,打撲,word
4624,医者は彼の折れた足をついだ。,sentence
4625,説く,word
4626,けんかの後、彼は体中に打撲を負っていた。,sentence
4627,打破,word
4628,彼は私達に健康の重要性を説いた。,sentence
4629,崖,word
4630,その古い家は崖の所にある。,sentence
4631,扶養,word
4632,あなたには扶養しなければならない大きな家族がある。だが危険をおかしてまで大きな利益を得ようとするな。,sentence
4633,地区,word
4634,あなたはこの地区をよく知っていますか。,sentence
4635,持参,word
4636,いっぱい入ったコップ持参しなければならない。,sentence
4637,コアラ,word
4638,あなたは今までにコアラを見たことがありますか。,sentence
4639,損なう,word
4640,このことで彼女の名声は、大いに損なわれた。,sentence
4641,水不足,word
4642,この都市は深刻な水不足なので、われわれは入浴を時折控えなければならない。,sentence
4643,損益,word
4644,住まい,word
4645,「お住まいはどちらですか？」「東京です」,sentence
4646,放題,word
4647,彼女はやりたい放題にやるに違いない。,sentence
4648,給う,word
4649,さあいらっしゃい、何を召し上がるか言いたまえ。,sentence
4650,新米,word
4651,新米のくせに大きな顔をするな。,sentence
4652,昔々,word
4653,むかしむかし、この村におじいさんがいました。,sentence
4654,明朗,word
4655,両親は赤ん坊を明朗と名づけた。,sentence
4656,椒,kanji
4657,胡椒,word
4658,あなたの後でコショウを使わせてください。,sentence
4659,時給,word
4660,時給はいくら？,sentence
4661,ジル,word
4662,ジャックとジルとアリスは丘を登って行った。,sentence
4663,最期,word
4664,デー,word
4665,6月5日は世界環境デーです。,sentence
4666,有,word
4667,無から有は生じない。,sentence
4668,有意義,word
4669,さようなら、有意義に過ごしてください。,sentence
4670,空模様,word
4671,この空模様からすると、雨になりそうだ。,sentence
4672,有益,word
4673,あなたの批評はいつも私には有益でした。,sentence
4674,モスク,word
4675,「これはモスク？」「違うよ。寺院だよ」,sentence
4676,未然,word
4677,政府は感染の拡大を未然に防ぐための適切な措置を取らなかった。,sentence
4678,検索,word
4679,何を検索していますか。,sentence
4680,柿,word
4681,となりの客はよく柿食う客だ。,sentence
4682,はあ,word
4683,「はあ、トムなんかに話すんじゃなかった」「ほんとだよ。なんでよりによってあんな口の軽いやつに話したんだよ」,sentence
4684,棄却,word
4685,ボトル,word
4686,「どうして車の中に空のボトルを入れてるの？」「当ててみな」,sentence
4687,楽譜,word
4688,彼はピアノを楽譜なしで弾いた。,sentence
4689,密か,word
4690,あなたが密かに想いを寄せてる人が誰か知ってるよ。,sentence
4691,次ぐ,word
4692,それは教育に次いで大きな問題だ。,sentence
4693,殺人犯,word
4694,その殺人犯はまだ逮捕されていない。,sentence
4695,歌声,word
4696,あなたの歌声が聞こえてきたわ。,sentence
4697,上等,word
4698,シャワールームから時々父の歌声が聞こえてくる。,sentence
4699,正解,word
4700,この家具のほうが比較にならないほど上等である。,sentence
4701,オペラ,word
4702,その答えのうち一つは正解だよ。,sentence
4703,水増し,word
4704,あなたはこのオペラがイタリア語で歌われるのを聞いたことがありますか。,sentence
4705,ステージ,word
4706,水増し決算の噂で株価は上がりませんでした。,sentence
4707,沖,word
4708,この席からはステージが良く見えない。,sentence
4709,リスク,word
4710,その島は海岸から約２マイル離れた沖にあります。,sentence
4711,沿線,word
4712,それはそのリスクを負う価値がないね。,sentence
4713,添える,word
4714,あなたがたの期待に添えるように努力します。,sentence
4715,深まる,word
4716,人は知識が深まるほど、自分の無知に気がつくものである。,sentence
4717,寸前,word
4718,うちの会社は倒産寸前です。お恥ずかしい話ですが。,sentence
4719,無関心,word
4720,ある調査によると、今日では５人中３人が外交問題には無関心のようだ。,sentence
4721,ぶつぶつ,word
4722,さっきからブツブツと何言ってるの？,sentence
4723,熟,word
4724,彼の歩き方を見るとお父さんをつくづく思い出します。,sentence
4725,小銭,word
4726,この雪の降る中に坐っているのは可哀そうだったから、小銭を投げてやって来た。,sentence
4727,片方,word
4728,この靴下の片方はどこだ。,sentence
4729,ハリー,sentence-component
4730,サリーは駅でハリーと会った。,sentence
4731,献血,word
4732,あなたに献血は無理。,sentence
4733,旺盛,word
4734,その小さな子供たちは、とても好奇心が旺盛だった。,sentence
4735,田畑,word
4736,道路脇には今は刈られて裸になった田畑が広がっている。,sentence
4737,ティー,word
4738,異性,word
4739,彼女は異性の前では非常に恥ずかしがる。,sentence
4740,蔵書,word
4741,ここの蔵書の中には、お金で買えない貴重な本もあるんだって。,sentence
4742,痛烈,word
4743,すっきり,word
4744,それからすっきりきれいにしてくれ。,sentence
4745,登る,word
4746,しがみ付く,word
4747,いつまで過去の栄光にしがみついてんだよ。,sentence
4748,登用,word
4749,白髪,word
4750,その男性は６０歳を超えているに違いない。髪が白髪だから。,sentence
4751,漕ぐ,word
4752,ボートをこいでいる女の子は私のいとこだ。,sentence
4753,目的地,word
4754,この船の目的地はどこですか。,sentence
4755,寝,word
4756,トムは授業中寝てばかりいるので、学校に寝に行っているようなものだ。,sentence
4757,真価,word
4758,彼の偉大な才能は友達がその真価を認めていた。,sentence
4759,惚れる,word
4760,ひょっとしてオレに惚れちゃった？,sentence
4761,真珠,word
4762,この真珠は本物そっくりだ。,sentence
4763,大袈裟,word
4764,日本の養殖真珠は世界の真珠市場の６割を占めるまでになった。,sentence
4765,眠り,word
4766,あなたは問題を大袈裟に考えている。,sentence
4767,一気,word
4768,その後すぐ、私は眠りに落ち始めた。,sentence
4769,眼,word
4770,こういう仕事はいっきにやった方がいいんだよ。,sentence
4771,サーカス,word
4772,彼女は生まれつき眼が不自由である。,sentence
4773,祖先,word
4774,そのサーカスは私たちを大変楽しませてくれた。,sentence
4775,バレンタイン,word
4776,あなたの祖先をご存知ですか。,sentence
4777,積む,word
4778,トムはバレンタイン・パーティーへ行った。,sentence
4779,なおす,word-reading
4780,いくら金を積んでも彼の気持ちは変わらないでしょう。,sentence
4781,空き地,word
4782,いったん悪い癖がつくと、なおすのは難しい。,sentence
4783,決する,word
4784,彼女は空き地に駐車した。,sentence
4785,端的,word
4786,そこで彼と話したのを決して忘れないでしょう。,sentence
4787,まあまあ,word
4788,彼は、はっきり生き生きと話すのが常だ。彼は、いつもどんな問題も端的に話す。,sentence
4789,紅葉,word
4790,「研究はどうですか」「まあまあです」,sentence
4791,見下ろす,word
4792,丘は紅葉が美しい。,sentence
4793,素質,word
4794,その建物から町全体が見下ろせる。,sentence
4795,フェンス,word
4796,すべての子供には天才の素質がある。,sentence
4797,細い,word
4798,トムが明日フェンスのペンキを塗るでしょう。,sentence
4799,華,word
4800,「痩せている」と言うよりも「細い」と言った方が失礼に当たりません。,sentence
4801,盛,word
4802,お華を習ってるの。,sentence
4803,頓,word
4804,ワシントン,word
4805,あなたは合衆国の首都ワシントンに行ったことがありますか。,sentence
4806,結末,word
4807,ことによっては意外な結末もあり得る。,sentence
4808,降参,word
4809,ぜったい降参しない。,sentence
4810,絵の具,word
4811,絵具の赤と青を混ぜると紫になるって知ってた？,sentence
4812,箇所,word
4813,お金と技術を地球の一カ所から別の場所に移動させるだけでは十分でありません。,sentence
4814,締め切る,word
4815,いっつ,sentence-component
4816,いっつもしゃべり過ぎよ。,sentence
4817,舞う,word
4818,通りに、旗が舞っている。,sentence
4819,正す,word
4820,もし間違っていたら正して下さい。,sentence
4821,舞踏,word
4822,机の上に舞踏についての本がある。,sentence
4823,遮る,word
4824,この木々が我々の新しい家を、外を通る人から見えないように、さえぎってくれるだろう。,sentence
4825,薬局,word
4826,ここから一番近い薬局はどこですか。,sentence
4827,きっかり,word
4828,きっかり２時半に家に着いたんだ。,sentence
4829,裁決,word
4830,仲裁では普通６ヶ月に裁決を下す。,sentence
4831,憎い,word
4832,かわいさ余って憎さ百倍。,sentence
4833,製鉄,word
4834,その製鉄工場を建てるのは非常に大変な事業だった。,sentence
4835,50000,sentence-component
4836,この古い本は５万円の価値がある。,sentence
4837,極める,word
4838,この任務を完了するのは困難を極めたことは言うまでもない。,sentence
4839,見極める,word
4840,眼は手を見極め得るが、心までは見極め得ない。,sentence
4841,雄弁,word
4842,その少年は次第に雄弁になった。,sentence
4843,覚え,word
4844,あなたたちみんなにどこかで会ったおぼえがある。,sentence
4845,上役,word
4846,たとえ、上役に怒られて顔を見たくないと言われても、自分の主張は十分わかってもらうべきだ。,sentence
4847,親しみ,word
4848,ペットは私たちに親しみ以上のものを与えてくれる。,sentence
4849,何物,word
4850,それは奇跡以外の何物でもない。,sentence
4851,親指,word
4852,指は、親指から「お父さん指」「お母さん指」「お兄さん指」「お姉さん指」「赤ちゃん指」とも呼ばれています。,sentence
4853,囀,kanji
4854,囀る,word
4855,小さな鳥が楽しげにさえずっている。,sentence
4856,解答,word
4857,あなたの解答には私たちとしてはまったく不満だ。,sentence
4858,組み立てる,word
4859,あなたはそれらを組み立てるだけでいいのです。,sentence
4860,触れ合い,word
4861,独裁者,word
4862,その独裁者は人々に満足できなかった。,sentence
4863,試行,word
4864,錯誤,word
4865,試行錯誤,word
4866,まだ試行錯誤だな。,sentence
4867,雨林,word
4868,ある団体が雨林を保護する運動を起こした。,sentence
4869,諸君,word
4870,この決定は諸君全部を拘束するものではない。,sentence
4871,犬小屋,word
4872,あなたの所の犬小屋は誰が作ったの？,sentence
4873,豊作,word
4874,今年はりんごが豊作だった。,sentence
4875,キャシー,sentence-component
4876,キャシーがパーティーで何を着ていたか覚えていますか。,sentence
4877,軍国,word
4878,軍国主義,word
4879,札幌,word
4880,この飛行機に乗ると、何時に札幌につきますか。,sentence
4881,辛口,word
4882,辛口がほしいのですが。,sentence
4883,責任者,word
4884,こちらの責任者の方とお話ししたいのですが。,sentence
4885,返上,word
4886,私は家族のために休日を返上することに同意した。,sentence
4887,すり,word
4888,ここでは、すりに御用心ください。,sentence
4889,退学,word
4890,トムはテストでカンニングが見つかって退学になった。,sentence
4891,同い年,word
4892,あなたと同い年の兄がいます。,sentence
4893,運動会,word
4894,その運動会は毎年行われる行事だ。,sentence
4895,テッド,sentence-component
4896,テッドから電話がかかったとき、私はちょうど宿題を終えたところだった。,sentence
4897,運河,word
4898,この船は大きすぎて運河を通れない。,sentence
4899,禎子,sentence-component
4900,「元気にならなくっちゃ」禎子は心の中で思った。,sentence
4901,鉢,word
4902,ガラスの鉢は粉々になってしまった。,sentence
4903,打ち勝つ,word
4904,われわれはその困難に打ち勝つことができた。,sentence
4905,鉱業,word
4906,鬱,word
4907,トムは過労で鬱になった。,sentence
4908,うつ,word
4909,どうやって実行にうつそう。,sentence
4910,陶器,word
4911,彼が棚にぶつかって、とても高価な陶器が落ちて粉々に割れてしまった。,sentence
4912,十人,sentence-component
4913,ここに十人ぐらいの少年がいる。,sentence
4914,難点,word
4915,彼の援助で私の父は難点を切り抜けた。,sentence
4916,付け込む,word
4917,人の好意に付け込むのはいやだね。,sentence
4918,難解,word
4919,この小説は難解だ。,sentence
4920,すらすら,word
4921,「ロボットが英語をしゃべる時って、どんな感じなの？スラスラしゃべる？」「お前よりはね」,sentence
4922,非行,word
4923,学校をさぼるのは非行の第一段階である。,sentence
4924,ラッシュ,word
4925,あいにく朝の通勤ラッシュにぶつかった。,sentence
4926,面目,word
4927,なんとも面目ありません。,sentence
4928,作曲家,word
4929,あなたの好きな作曲家は誰ですか。,sentence
4930,領空,word
4931,パズル,word
4932,このパズルは私には難しすぎるわ。,sentence
4933,風刺,word
4934,その劇は政界を風刺したものだ。,sentence
4935,可笑しな,word
4936,おかしなことは何もしなかった。,sentence
4937,香水,word
4938,それ、新しい香水？,sentence
4939,ヒーロー,word
4940,あなたのお気に入りのスーパーヒーローは誰ですか。,sentence
4941,驚かす,word
4942,その靴の値段の高さには驚かされた。,sentence
4943,生活様式,word
4944,あなたは新しい生活様式にすぐ慣れるでしょう。,sentence
4945,麻酔,word
4946,入院患者は医者に麻酔を注射されてすぐに眠りに落ちた。,sentence
4947,休暇中,sentence-component
4948,まだ休暇中なの？,sentence
4949,容体,word
4950,乏しい,word
4951,この国には石油が乏しい。,sentence
4952,お手伝い,word
4953,告発,word
4954,そのドライバーはスピード違反で告発された。,sentence
4955,上半身,word
4956,その少年は上半身裸であった。,sentence
4957,減量,word
4958,これはあなたの減量に役立つ良い運動です。,sentence
4959,下宿,word
4960,下宿生たちは今休暇で不在です。,sentence
4961,89,sentence-component
4962,彼は大学の近くに食事付のよい下宿を見つけた。,sentence
4963,下水,word
4964,十中八九、トムは忘れてたね。,sentence
4965,最終バス,sentence-component
4966,下水が完全に詰まっている。,sentence
4967,不備,word
4968,あと数秒ってとこで、最終バスに間に合ったよ。,sentence
4969,サンタクロース,word
4970,どんなによく考えても、不備な面がいたるところにあるのではないかと思っている。,sentence
4971,不可避,word
4972,その少女はサンタクロースがいると今も信じている。,sentence
4973,オランダ,word
4974,アメリカ史の中で最初の移民は、英国とオランダからやってきた。,sentence
4975,不快,word
4976,その腐った肉はひどく不快な匂いがした。,sentence
4977,過ぎ去る,word
4978,くる日もくる日も同じように過ぎ去った。,sentence
4979,中庭,word
4980,中庭に小さい池がある。,sentence
4981,スペース,word
4982,このあたりは駐車できるスペースがほとんどない。,sentence
4983,中流,word
4984,光栄,word
4985,あなたと仕事ができて光栄でした。,sentence
4986,丼,word
4987,国の経済だって、家庭の経済だって、個人の経済だって、丼勘定でいいものではない。,sentence
4988,録,word
4989,カタログ,word
4990,あなたの最新のカタログを入手したいと思っています。,sentence
4991,乗り越える,word
4992,「それを乗り越えて、初めて少年は男にうんちゃらかんちゃらです」「何となくよさげな事を言おうってんなら、最後までちゃんと言えよ！」,sentence
4993,イヌ,word
4994,あのイヌは大きい。,sentence
4995,乾,word
4996,乾電池,word
4997,乾電池を探しているのですが。,sentence
4998,最寄り,word
4999,あの人の家は地下鉄の最寄りにある。,sentence
5000,予告,word
5001,その取り決めは、予告なしに変わることがある。,sentence
5002,ワンピース,word
5003,このワンピース、着てみたいんだけど。,sentence
5004,事務室,word
5005,メアリーは紺のワンピースを着ていた。,sentence
5006,キッチン,word
5007,トムはドアを開けて、事務室に入りました。,sentence
5008,人出,word
5009,「母さんどこにいるの？」「キッチンよ」,sentence
5010,パスワード,word
5011,大勢の人出でしたよ。,sentence
5012,仏像,word
5013,このサイトで使っていたパスワードが思い出せない。,sentence
5014,っ,sentence-component
5015,この仏像の年代は正確に推定することができない。,sentence
5016,代名詞,word
5017,わぁあ～～っ！？隠してっ！前、隠してよっ！,sentence
5018,曲げる,word
5019,しかし君はあまり膝を曲げたくないでしょう。,sentence
5020,使い捨て,word
5021,自立,word
5022,お前はもう自立してもいい年齢だな。,sentence
5023,侵す,word
5024,憲法を侵してはならない。,sentence
5025,すすめる,word-reading
5026,これが本日のおすすめ料理です。,sentence
5027,停車,word
5028,この電車は当駅で2分ほど停車いたします。,sentence
5029,大都会,word
5030,その会社は大都会全部に支店がある。,sentence
5031,催す,word
5032,そのコンサートは来年の夏に催される。,sentence
5033,とける,word-reading
5034,多分、雪はすぐにとけるよ。,sentence
5035,光線,word
5036,このランプは強い光線を出す。,sentence
5037,カット,word
5038,どのようにカットしますか。,sentence
5039,公然,word
5040,彼は公然と私を侮辱した。,sentence
5041,恵子,sentence-component
5042,「恵子の男関係が知りたいかな」「男関係？」「誰と仲が良いとか、誰とつきあったとか」,sentence
5043,写る,word
5044,「写真に写ってるやつは誰？」「誰か知らないよ」,sentence
5045,うー,sentence-component
5046,あのう、お願いがあるんですが。,sentence
5047,動脈,word
5048,下記,word
5049,ご注文を下記の通り確認します。,sentence
5050,半日,word
5051,半日のツアーはありますか。,sentence
5052,取り付ける,word
5053,各ロボットには通話機が取り付けられています。,sentence
5054,占い,word
5055,トランプ占いをしてあげましょう。,sentence
5056,行成,word
5057,そのタクシーはいきなり左に曲がった。,sentence
5058,危惧,word
5059,今いる市民が逃げ出すという事態が危惧されます。,sentence
5060,トルコ,word
5061,あなたはトルコ語を話しますか。,sentence
5062,反射,word
5063,時間をかけて反射しろ。,sentence
5064,大規模,word
5065,この新しい政策によって大規模に職業が生まれることが期待される。,sentence
5066,反感,word
5067,揃う,word
5068,この図書館には中国語の本がかなりそろっている。,sentence
5069,叫び,word
5070,彼の叫びに答えて人々は彼女を助けに走った。,sentence
5071,砕ける,word
5072,くだける波が泡を作った。,sentence
5073,同感,word
5074,あなたに同感です。,sentence
5075,立ち入る,word
5076,「お父さんとうまくいってないのか」「・・・」「すまない。立ち入ったことだった」,sentence
5077,同等,word
5078,宝物,word
5079,あなたは私の自慢の宝物です。,sentence
5080,吸い殻,word
5081,見分け,word
5082,お前と兄ちゃんの見分けがつかないよ。,sentence
5083,嘆き,word
5084,彼は彼女の嘆きの種でした。,sentence
5085,差し込む,word
5086,ここが差し込むように痛みます。,sentence
5087,回顧,word
5088,その老人はほとんどの時間を青春時代を回顧して過ごした。,sentence
5089,蜚,kanji
5090,蠊,kanji
5091,蜚蠊,word
5092,ごきぶり,word
