Sentence,Translation,SentenceID,TranslationID
これはブライアンロックです。,This is Brian Rock.,987865,34306
これはプラスチック製の額縁です。,This is a picture frame made of plastic.,218531,55844
これはプロジェクトの廃物撤去輸送支払いです。,This is the payment for the project's waste removal transport cost.,1620031,9981524
これはマレーシアから輸入した原料です。,This is a crude material imported from Malaysia.,218518,55831
これはミラー氏の最新の著書ですが、これが最後のものでないことを望みます。,"This is Mr Miller's latest book, and we hope it will not be his last.",218516,55829
これはメアリーのお手製のドレスなのよ。,This is a dress of Mary's own making.,10224799,55827
これはメアリーのお手製のドレスなのよ。,This is a dress that Mary made by herself.,10224799,1358403
これはメアリーのお手製のドレスなのよ。,These are clothes that Mary made by herself.,10224799,1358405
これはメイン・ストリートまでしか行かないんですが、そこから３１番に乗れますから。,"It only goes as far as Main Street, but you can get the Number 31 there.",218511,55824
これはリサイクルできる？,Is this recyclable?,8757992,6466725
これはロンドンへ直行する道です。,This is a direct road to London.,218505,55817
これは一介の負けだけじゃない。一生保った平衡を失って、何もかもが崩れ始めている。,This isn't just a simple defeat: I lost the balance I have maintained for my whole life and now absolutely everything is collapsing.,2487157,2487136
これは世界の常識であり、資源管理の大原則だ。,"This is international common sense, the great principle of resource management.",74377,329343
これは中国の扇です。,This is a Chinese fan.,778574,426810
これは主要な決定要素が存在していない興味深い例である。,This is an interesting case where there is no principal determining element.,218273,55585
これは事実であって作り話ではありません。,"This is a fact, not a fiction.",218289,55601
これは二戸郡の地図である。,This is a map of Ninohe District.,4252777,4253034
これは亡くなった父の肖像画です。,This is a portrait of my late father.,100028,55402
これは何かの詐欺なのでしょうか？,Is this some kind of scam?,8739869,5867430
これは何のことかチンプンカンプンだ。,This makes no sense.,218481,55794
これは何の略ですか？,What does this stand for?,10191692,24838
これは例外的な場合だ。,This is an exceptional case.,218064,55372
これは個人の力で出来るものではない。,This can't be done by individual effort.,218424,55734
これは僕の眼前で起こったことです。,This happened under my nose.,218089,55400
これは前代未聞だね。,This is unheard of.,9851571,9842686
これは力の強い人が使う弓です。,This is a bow for a strong person.,528352,527196
これは勝ち目がないぞ。,This is a no-win situation.,8618157,4502172
これは十分根拠のある視点だ。,This is a valid point of view.,218270,55582
これは半分こずつにしよう。,Let's split this fifty-fifty.,10040766,8043667
これは半分ずつにしようよ。,Let's split this fifty-fifty.,10040775,8043667
これは単なる夢だよ。,It's just a dream.,4898135,505809
これは厳密にいえば間違えである。,"This is, strictly speaking, a mistake.",218426,55737
これは友人への土産です。,These are gifts for my friends.,218069,55380
これは古今東西に通ずる真理である。,This is a universal truth that transcends time.,218421,55732
これは合法ですか？,Is this legal?,1683162,1682863
これは基本です。,These are the ABCs.,218460,55770
これは基本です。,This is basic.,218460,548021
これは基本です。,These are the basics.,218460,548023
これは大変まれにしかないケースだ。,This is a very rare case.,218219,55530
これは天下一品だ。,This is the best thing on earth.,218184,1345559
これは女王アリだね。羽が生えているのが判るだろう?,This ant is the queen; don't you see she has wings?,869812,851128
これは実物そっくりだ、生き写しだ。,"This is the spitting image of the real thing, perfectly true to life.",218279,55591
これは実質的にはそれよりも高くはない。,This is in effect less expensive than that.,218280,55592
これは家族のしきたりなの。,This is a family tradition.,8868833,3013504
これは家族の伝統です。,This is a family tradition.,8868835,3013504
これは嵐の前の静けさだ。,This is the calm before the storm.,218066,55377
これは工場渡しの価格です。,These prices are ex-works.,218418,55729
これは年来の習慣でしょうが、わたしは自宅にいる場合、飯を食うときのほかは机の前を離れたことは殆どありません。,"It has been a habit of mine for many years that when I am in my home, apart from mealtimes, I hardly ever leave my desk.",1240970,1243651
これは当店の専売です。,Our store has a monopoly on this item.,2607280,2607282
これは当面の問題にとって大事な論拠だ。,This is an argument material to the question in hand.,218177,55488
これは彼からのクリスマスプレゼントです。,This is a Christmas present from him.,218147,55459
これは彼によってかかれた画です。,This is a picture painted by him.,218136,55448
これは彼の土壇場だ。,This is his eleventh hour.,218130,55441
これは彼の手がけたものと私には分かる。,I can see his hand in this.,237428,55444
これは彼らが世界の磁場を使うことができなかったからでしょう。,This may be because they could not use the earth's magnetic field.,218128,55439
これは彼らの仕事の基準となろう。,This will serve as a check on their work.,218124,55435
これは彼女の手作りケーキです。,These are cakes that she baked herself.,1218823,391890
これは復讐みたいなもんだ。,It's like a vendetta now.,218102,55413
これは急行ですか。,Is this an express?,218451,55761
これは悪い兆候だ。,This is a bad sign.,3598735,3192785
これは意外なことを聞いた。,This is something I didn't expect to hear.,7562195,7911084
これは意外なことを聞いた。,This is something that I didn't expect to hear.,7562195,7921950
これは我が校の名誉にかかわる問題だ。,The problem affects the prestige of our school.,218476,55788
これは扇子といって、こうやって開くんです。夏の暑い日に使うんです。,"This is a folding fan, and this is how you open it. It's for hot summer days.",2981175,2982208
これは持ち込めません。,You can't bring this in.,218287,55599
これは持ち込めません。,You can't go in with this.,218287,3752922
これは持ち込めません。,You can't come in with this.,218287,3752923
これは新時代の幕開けです。,This is the beginning of a new era.,3007544,3007072
これは日刊新聞です。,This is a daily newspaper.,218167,237497
これは日本の国旗です。,This is the flag of Japan.,218161,55473
これは景観で有名な山です。,This is a mountain famous for its scenery.,218433,3764944
これは最終電車ではないのですね？,"This isn't the last train, is it?",218396,55707
これは木のくしです。,This is a wooden comb.,218074,55385
これは東京・横浜間を走った最初の汽車の絵だ。,This is a picture of the first train that ran between Tokyo and Yokohama.,218183,55493
これは梅の木だよ。,This is a plum tree.,10252802,7152073
これは梅の木だよ。,This is a Japanese apricot tree.,10252802,10254411
これは殺虫剤だよ。,This is insecticide.,8969424,8966754
これは水に溶けない。,This is insoluble in water.,218248,55560
これは永久に凍っている地層であり、それが何フィートの深さの所もある。,"This is a layer of soil that is permanently frozen, and in some places it's many feet deep.",218497,55809
これは洞窟です。,This is a cave.,2804141,2804142
これは父の働いてる施設だ。,This is where my dad works.,4562301,4638952
これは現代英語の慣用法についての本です。,This is a book on modern English usage.,218425,55736
これは現実です。,This is reality.,3225625,3224692
これは理論の根幹となる数式である。,This formula is the basis of the theory.,8224983,10069572
これは生死にかかわる問題だ。,It is a matter of life or death.,3459019,42063
これは生物の学習法としてはあまりよくないと思う。,I don't think this is a good approach to biology.,218237,55550
これは確か淡水魚だと思います。,I believe this fish is a freshwater fish.,218464,55776
これは禁制品です。,This is contraband.,9668053,9621294
これは私が今まで見た中で最も美しいダチョウです。,This is the most beautiful ostrich I've ever seen.,866820,704391
これは私が初めて味わった日本料理だった。,This was the first Japanese food I had ever tasted.,218345,55655
これは私が工夫した計画です。,This is a plan of my own devising.,218370,55681
これは私が彼の家でとった写真です。,This is the picture I took in his house.,218335,55646
これは私たちの研究の成果です。,This is the outcome of our research.,218326,55637
これは私に思考の整理の仕方を教えることになった。,This was to teach me to think methodically.,218318,55630
これは私達自信の創造活動の所産です。,This is a product of our own creative activity.,218290,55602
これは秘密です。他人に明かさないでください。,This is a secret. Keep it to yourself.,218111,55422
これは空前の大事件として歴史に残るでしょう。,This will go down in history as the greatest event that has ever taken place.,218447,55758
これは純正の英語とは違った文体だ。,This is a writing style different from genuine English.,218264,55576
これは経営者の決定だ。,This was an executive decision.,218432,55743
これは絵画だ。,This is a painting.,218470,55781
これは自動ドアです。,This is an automatic door.,218284,55596
これは良の肉筆の手紙だ。,This is a letter of Ryo's in his own handwriting.,237014,55375
これは良の肉筆の手紙だ。,This is a letter in Ryo's handwriting.,237014,1394201
これは芸術なの？,Is this art?,8691397,1857913
これは若木だからまだ実はみのらない。,This tree is too young to bear fruit.,218275,55587
これは虫除けになります。,This will keep bugs off.,218193,55504
これは見た目に気持ちがよい。,This is very nice to look at.,218427,55739
これは誰にも明らかだろう。,This should be clear to everyone.,218214,55526
これは誰の食い物ですか。,Whose food is this?,1483613,871752
これは貸室です。,This room is for rent.,2261102,57307
これは身分不相応な贅沢なものだ。,This is luxury beyond my income.,218250,55562
これは逃してはならない絶好の機会だと彼は思った。,He felt that this was too good a chance to miss.,218176,55487
これは速記と呼ばれています。,This is called shorthand.,9457825,4809943
これは遠心力ですがニュートンは絶対運動と見なしています。,This is centrifugal force; Newton viewed it as absolute motion.,74172,329548
これは遠心力ですがニュートンは絶対運動と見なしています。,"This is centrifugal force, which Newton viewed as absolute motion.",74172,627944
これは重要だから、ご自分で処理してください。,"Since this is important, I'd like you to attend to it yourself.",218268,55580
これは重要な行事です。,This is an important event.,218266,55578
これは鉛のように重い。,This is as heavy as lead.,218489,55802
これは難しい数学の問題だ。,This is a difficult math problem.,218170,55481
これは非常に奇怪な動物です。,It's a very bizarre animal.,1259622,1251622
これは飲料水ですか？,Is this drinking water?,8791835,5009567
これは高度の集中を要する類の仕事だ。,It's the sort of work that calls for a high level of concentration.,1192033,42447
これは高度の集中を要する類の仕事だ。,This is the kind of work that requires a high level of concentration.,1192033,1192047
これほど人々を引き離すものはなく、これほどあなたが陥りやすいものもありません。,"Certainly there is nothing that will separate people more, and nothing so easy to slip into.",218058,55367
これまでお金を使って楽しんできた多くの人たちは、これからは出費に慎重になる必要がある。,A lot of people who have up until now been spending money having a good time now need to be more careful with their money.,997171,953079
これまでがんばったことに対して、新しい家での最初の祝杯をあげた。,In honor of all the hard work we raised a toast to our first day in our new home!,218055,55364
これまでに飲食店で働いた経験はおありですか？,Have you ever worked at a restaurant before?,3440946,7910580
これまでに飲食店で働いた経験はおありですか？,Do you have any experience working at a restaurant?,3440946,7910581
これまでのところ新しい情報はありません。,So far there has been no news.,218041,55350
これまでは民主党に投票したものだが、これからは共和党に乗りかえるつもりだ。,"In the past I used to vote for the Democratic ticket, but from now on I'll climb on the Republican bandwagon.",218037,55346
これまでアメリカは世界の警察と称して武力に頼った鎮圧を続けてきました。,Up till now America has called itself the world's police and continued suppression relying on military force.,75542,328176
これまで明日のことを私たちは、皆はなしてきたから、さて、現実に戻って、今日のことを話そう。,We have all been talking about tomorrow; now let's come down to earth and talk about today.,218026,55335
これまで訪れた中で、エベレストほど美しい山を見たことがない。,In all my travels I've never seen a more beautiful mountain than Everest.,218027,55336
これまで訪れた中で、エベレストほど美しい山を見たことがない。,"In all of my travels, I have never seen a more beautiful mountain than Mount Everest.",218027,1394235
これまで訪れた中で、エベレストほど美しい山を見たことがない。,"In all my travels, I've never seen a more beautiful mountain than Mount Everest.",218027,10111875
これまで訪れた中で、エベレストほど美しい山を見たことがない。,"In all my travels, I've never seen a more beautiful mountain than Mt. Everest.",218027,10111876
これより先通行禁止。,No passage this way.,218011,55320
これらがカイコがその葉を常食とする木です。,These are the trees on the leaves of which silkworms live.,218007,55316
これらすべてのスポーツ、および他の多くのものは、何かをめざしたいという人間の衝動に支配されている。,All of these sports and many others are dominated by the human urge to aim at something.,218005,55314
これらすべての質問に回答しなければなりません。,You have to answer all of these questions.,4920745,954754
これらのいすを窓際に並べて下さい。,Please set these chairs by the window.,217998,55307
これらのことは、相手の話の内容からというよりもむしろその話し方から知られることになるだろう。,He will learn these things not so much from what the other man says as from how he says it.,217983,55292
これらのすべての装置は信頼性に欠けている。,All these devices are unreliable.,217979,55288
これらのものがバランスのとれた食事を構成する。,These things constitute a balanced meal.,217967,55277
これらのガスは地球規模の温暖化をもたらし得る。,These gases can lead to global warming.,217993,55301
これらのデータはその仮説を支持している。,This data supports the hypothesis.,217975,55284
これらのバスはどれも新宿へ行きません。,None of these buses go to Shinjuku.,217971,55280
これらのリンゴを運ぶためのカゴがほしい。,I want a basket in which to carry these apples.,217961,55270
これらの乾いた小枝はすぐ燃える。,These dry sticks catch fire easily.,217939,55248
これらの事実は彼の話が正しいことの裏付けとなるだろう。,These facts will bear out his story.,217892,55202
これらの事実は彼の話が正しいことの裏付けとなるだろう。,These facts will show that his story is true.,217892,396101
これらの人々がコミュニティから排除されたのだと考えることは非合理的だとは言えない。,It is not unreasonable to think that these people were excluded from the community.,217848,55158
これらの人々を公平に扱わなくてはならない。,We must deal fairly with these people.,217847,55157
これらの動物はとても友好的でもある。,"These animals are very friendly, too.",217814,55124
これらの動物は草食動物である。,These animals feed on grass.,217813,55123
これらの単語の使い分け方を教えて下さい。,Could you teach me how people distinguish between these words in common usage?,217828,55138
これらの口座に金が多く入り過ぎてる。,There's too much money in these accounts.,217909,55219
これらの品物は見計らい品です。,Those goods are on approval.,217799,55109
これらの品目は入手がかなり困難だ。,These items are rather hard to obtain.,217795,55105
これらの商品にはみな重い税金がかかっている。,All these goods are heavily taxed.,217866,55176
これらの商品の中には、地元では手に入らないものもあるかもしれない。,These goods may not be available locally.,217864,55174
これらの図式は求職に関する様々なアプローチを示している。,These diagrams demonstrate different possible approaches to job seeking.,217846,55156
これらの国々はヨーロッパ文明発祥の地である。,European civilization had its birth in these lands.,217904,55214
これらの国々は互いに協力して紛争を解決した。,These countries settled the dispute among themselves.,217903,55213
これらの国では飢餓が普通のことである。,In these countries hunger is the rule.,217907,55217
これらの国はしばしば飢饉に襲われた。,These countries were often visited with famine.,217906,55216
これらの国はまた、進んだ科学技術を日本から得ることによって、国民に技術教育を施すことも計画している。,"By obtaining advanced technology from Japan, those countries also plan to provide people with a technical education.",217905,55215
これらの容器は気密になっている。,These containers are airtight.,217741,55051
これらの対策は、その疫病の感染拡大を防止することができます。,These measures can prevent the disease from spreading.,1766782,742938
これらの小道具は役に立ちそうにない。,These gadgets seem to be of no use.,217858,55168
これらの州は結合して１つの国になった。,These states were united into one nation.,217875,55177
これらの建物は応急の修理が必要です。,These buildings need temporary repairs.,217921,55230
これらの形容詞は全部が積極的です。,These adjectives are all positive.,1590706,634201
これらの感染病はミルクの汚染が原因だった。,These infections were caused by contaminated milk.,217937,55246
これらの新車は売り出し中です。,These new cars are on sale.,217852,55162
これらの本は健二のものですか。,Are these books Kenji's?,217776,55086
これらの本を主題別に分類してください。,Please classify these books by subject.,217761,55071
これらの本を書棚へ戻しなさい。,Carry these books back to the bookshelf.,217760,55070
これらの標本はいくつかの種類に分類される。,These specimens are divided into several categories.,217801,55111
これらの気の毒な人々は非情な独裁者のなすがままになっていた。,These poor people were at the mercy of the cruel dictator.,217932,55241
これらの物体は本来は有害ではない。,These substances are not poisonous in themselves.,217789,55099
これらの物質がどのようにして体内に吸収されるのかを知りたいと思う。,I would like to know how these substances are absorbed by the body.,217791,55101
これらの物質の混合は危険です。,The mixture of these substances is dangerous.,217790,55100
これらの物質の混合は危険です。,It's dangerous to mix these substances.,217790,2717896
これらの理念は憲法に具体化されている。,These ideas are embodied in the constitution.,217738,55048
これらの男たちはその部族で最も賢い人たちである。,These men are the wisest people of the tribe.,217825,55135
これらの番号を追加できますか？,Can you add these numbers?,8572351,681588
これらの発見のおかげで人間の寿命が以前の２倍になった。,"Thanks to these discoveries, man's life span has become twice as long as before.",217805,55115
これらの発言は彼女の提案に関係がある。,These remarks are related to her proposal.,217804,55114
これらの真珠は人造ではなく本物です。,"These pearls are genuine, not artificial.",217851,55161
これらの絵は後世の人々のためにここに残される。,These paintings will be left here for posterity.,217943,55252
これらの絵葉書は全部私のものです。,All of these picture postcards are mine.,217940,55249
これらの花は彼女の庭で咲いた逸品である。,These flowers are the choice of her garden.,217952,55260
これらの蝶は我が国では珍しい。,These butterflies are rare in our country.,217818,55128
これらの衣類は１００％の羊毛でできています。,These garments are made of 100 percent wool.,217958,55267
これらの要素をすべて包含するような最良の公式はこれまでのところ提案されていない。,The optimal formula which would encompass all these factors has not been proposed.,217740,55050
これらの計画は棚上げにするつもりだ。,We'll put these plans on ice.,217922,55231
これらの語は同じ語源から出ている。,These words are derived from the same root.,217913,55222
これらの賞品の中から１つ選びなさい。,Choose one from among these prizes.,1449739,55175
これらの贈り物をいっしょに包装してください。,Please wrap these gifts up together.,217831,55141
これらの雲は白い羊の群れのように見える。,These clouds look like a flock of white sheep.,217957,55266
これらの２つの分子が異なったスピードで動いていることを示すだけでは不十分である。,It is not enough to show that these two particles are moving at different speed.,218000,55309
これらの２つの定数の関係に介入するほかの要素があるかもしれない。,There may be other factors that intervene in the relation between these two constants.,218001,55310
これらは一家族あるいは一族を表すものである。,These figures are signs of a family or clan.,217720,55030
これらは男性と女性をともに脅かす危険なものだ。,There are dangers that threaten both men and women.,217707,55017
これらは長袖です。,These blouses are long sleeved.,217706,55016
これらは３つのタイプに大別される。,These can be classified roughly into three types.,217729,55039
これら三つの国が連合して一つの国になった。,These three countries were united into one.,217700,55010
これら両国は平和のために互いに妥協した。,These two countries came to terms with each other for the sake of peace.,217695,55005
これをほかの子供たちにも回してください。,Please pass this to the other boys.,217675,54984
これを三つください。,I'd like three of these.,217647,54957
これを受付にお出しください。,Please hand this in at the front desk.,217638,387426
これを寸断してくれ。,Cut this into very fine pieces.,217627,54938
これを待ち望んでいました。,This is what I was waiting for.,217621,54931
これを悪しく考える者らは恥じよ。,Shame be to him who thinks evil of it.,391940,408329
これを戒めとしなさい。,Let this be an example to you.,217662,54972
これを手で縫ったんですか。,Did you sew this by hand?,217640,54949
これを現金に換えていただけますか。,Can you cash these for me?,217654,54963
これを聞いた時の彼女の嘆きは一通りでなかった。,Her grief at this news was excessive.,6466441,6466442
これを見ると、彼は起き上がってでていった。,"At this, he got up and went out.",217657,54967
これを貴方が私の為にしたくないのは明白です。,It's quite apparent that you don't want to do this for me.,2570508,2452015
これ不変の真理なり。,This is an immutable truth.,217559,631745
これ以上悲しまないで。,Please don't be sad any more.,217567,54877
これ以上時間を無駄にしてる余裕はないんだ。,We can't afford to waste any more time.,2665199,1950675
これ以上生意気言うとたたくぞ。,No more of your cheek or I'll hit you!,217577,54887
これ何分チンしたらいい？,How long should I microwave this?,3162657,4569235
これ着てみて。,Try this on.,3509628,2253805
こわいのなら私の手をしっかり握っていなさい。,Keep hold of my hand if you're afraid.,217544,54853
こんちくしょう。,Fuck!,2140065,434766
こんちくしょう。,Damn it!,2140065,4032220
こんちくしょう。,God damn it.,2140065,6099181
こんどの日曜日に静岡のおじさんに会いに行く予定です。,I am to visit my uncle in Shizuoka next Sunday.,217498,54807
こんどは私がそれをやってみよう。,This time I'll try it.,217497,54806
こんなことになるなんて、想像だにしなかった。,I never imagined this would happen.,10541586,5848376
こんなことをいっても大した慰めにもなりませんが。,Please accept what little comfort these words can give you.,217477,54786
こんなすばらしい天気の日に家に閉じ込められていたいと思うものか。,Who wants to be cooped up indoors on a nice day like this?,217464,54773
こんなところでいつまでも油売ってないで、さっさと仕事しなさい。,Quit lazing about here forever and hurry up and do your job.,917469,7910937
こんなところでいつまでも油売ってないで、さっさと仕事しなさい。,Stop moping about here doing nothing and get back to work quick smart.,917469,7910944
こんなところを一人でぶらついていては駄目ですよ。,You had better not wander around here by yourself.,217454,54763
こんなにすばらしい本を書くとは、著者はさぞかしりっぱな学者だろう。,What a good scholar the author must be to write such a splendid book!,217445,54754
こんなにすばらしい機会を逃がしてはいけない。,You mustn't miss such a good opportunity.,217446,54755
こんなにはらはらする本は読んだことはない。,This is the most exciting book that I have ever read.,217440,54749
こんなに暑いのに君は平気みたいだね。,This intense heat doesn't seem to bother you.,217429,54738
こんなに本音で話したの、トムが初めてかも。,This may be Tom's first time speaking so candidly.,2751161,8072499
こんなに激しく雨がふっている状態では、出発なんかできない。,"With it raining like this, we'll never be able to leave.",217433,54742
こんなのどかな眺めは見たことがない。,Never have I seen such a peaceful scene.,217413,54722
こんなふうにして彼らは象を生け捕りにする。,This is how they catch an elephant alive.,217402,54711
こんなふうにして彼らは象を生け捕りにする。,This is the way they capture elephants alive.,217402,2076177
こんなへまをして、穴があったら入りたいよ。,I've botched things up so bad I wish I could find a hole to climb into.,217398,54707
こんなものすぐに片づけなさいと彼女はかんかんになって叫んだ。,"""Put this stuff away at once!"" she yelled in a rage.",217397,54706
こんな余計な機能なんでつけたんだろう。,What did they add this needless function for?,217306,54614
こんな先の丸くなった鉛筆では書けないよ。,I can't write with this dull pencil.,220845,58166
こんな出来事は日常茶飯である。,This is a daily occurrence.,217353,54661
こんな刀が欲しい！,I want a sword like this!,9974782,1361997
こんな場所で彼女と会うなんて、俺はこれっぽっちも思わなかった。,Never did I expect to see her in such a place.,89608,254881
こんな場所で彼女と会うなんて、俺はこれっぽっちも思わなかった。,I never expected to meet her in a place like this.,89608,1318643
こんな夜更けに女の子の一人歩きは危ない。,It is not safe for a girl to go out by herself so late at night.,217308,54616
こんな夜更けに女の子の一人歩きは危ない。,It isn't safe for a girl to go out by herself so late at night.,217308,6687586
こんな夜更けに女の子の一人歩きは危ない。,It's not safe for a girl to go out by herself this late at night.,217308,6687618
こんな大きな家を維持するのは金がかかる。,It takes a lot of money to keep up such a big house.,217336,54645
こんな嬉しいサプライズは久しぶりだ。,It's been a long time since I had such a pleasant surprise.,2366103,519433
こんな寒いのになんで真夏みたいな格好してんの？,Why are you dressing like it's the middle of summer when it's this cold?,3138621,3192884
こんな広大な景色は初めて見ました。,I'd never seen such expansive scenery.,217363,54672
こんな所に監禁されているのはもうごめんだ。,I can't stand being cooped up in this prison!,217352,54662
こんな暗闇では、目が見えなくて何度も何かにつまづく。,I often stumble over something as I am blind as a bat in the dark.,217386,54695
こんな歌を残している明治天皇の一面を知っている日本人は少ないのではないだろうか。,"I think there are probably few Japanese who know this side of the Emperor Meiji, the side that left a song like this.",74232,329488
こんな荒れ模様の日に外出するなんて君は馬鹿だよ。,You are an idiot to go out in this weather.,217362,54671
こんな荒れ模様の日に外出するなんて君は馬鹿だよ。,You're an idiot to go out in this weather.,217362,8973641
こんな薄暗い部屋では仕事にならない。,It's impossible to work in a room this dim.,217321,54630
こんな裁判官は、定年より前に引退する方がよい。,Such a judge should retire from his job before retirement age.,217358,54667
こんな説明意味ないじゃんっ！,This explanation doesn't mean anything!,650806,684771
こんな風に両腕を挙げてみて。,Raise both of your arms up like this.,9857372,9853894
こんな高額な家を買える人なんかいないって。,Who can afford to buy such an expensive house?,10111187,276222
こんな鳴き声の鳥、オーストラリアにもいる？,Are there birds with this kind of chirp in Australia too?,3276630,3281091
こんにちは、リサ。,"Hello, Lisa.",8736612,4491163
こんにちは、リサ。,"Hello, Lisa!",8736612,5280847
こんにちは、今日のご機嫌はいかがですか。,Good day. How are you today?,217291,54599
こんにちは。ようこそ当機へいらっしゃいませ。ごきげんいかがですか。,Hi! Thanks for flying with us. How are you today?,217289,54597
こんにちは。僕は田中一郎です。よろしくお願いします。,Hi! I'm Ichirou Tanaka. Nice to meet you.,217288,54596
こんばんは。,Good evening.,426900,333156
こーゆーのは、買うのが楽しいのよ。使うか使わないかなんてのは、二の次なんだって。,"This sort of thing, it's buying stuff that's fun. Whether you use it or not is secondary.",76768,326952
ごく内輪の集まりなのです。,It's quite an informal meeting.,224830,62165
ごく常識的には、客２人に対して牛肉１ポンドを用意すべきだろうね。,"As a rule of thumb, you should plan on one pound of beef for every two guests.",224831,62166
ごちそうさまでした。,That was a delicious meal.,10100070,915166
ごちそうさまでした。,Thanks for the meal.,10100070,915168
ごちそうさまでした。,Thanks for paying for the meal.,10100070,915170
ごちそうさまでした。,Thank you for the lovely dinner.,10100070,9684260
ごひいきの女優が出ていると思いますよ。,I think your favourite actress is in it.,233549,70920
ごますりとか嫌い。,I don't like suck-ups.,10099666,1394258
ごみの投げ捨てを禁止する法律はあるがめったに適用されない。,There is a law against dropping litter but it is rarely enforced.,219096,56412
ごみは週３で集めに来る。,The garbage collector comes three times a week.,1160497,56405
ごめん、さっきのメール間違えて消しちゃったんだけどもう一回送ってくれない？,Sorry but I accidentally deleted the email you just sent so would you please resend it?,3398641,7910929
ごめん、さっきのメール間違えて消しちゃったんだけどもう一回送ってくれない？,Sorry but I accidentally deleted the email you just sent. Would you please resend it?,3398641,7911866
ごめん、寝坊したから30分遅れる。,"Sorry, I'm 30 minutes late because I overslept.",3699925,3962591
ごめん。焦がしちゃった。,Sorry. I burnt it.,9573207,10118965
ごめん。長居できないの。,"Sorry, I can't stay long.",10553469,4492069
ごめんなさい、テーブルクロスにコーヒーをこぼしちゃったわ。,I'm afraid I spilled coffee on the tablecloth.,219062,56378
ごめんなさい、付き添えないの。,"I'm sorry, but I can't go with you.",1471009,411320
ごめんね。明日は朝からパートがあるのよ。,"Sorry, I have a part-time job tomorrow morning.",76720,327000
ごめん！今日夕飯準備してないんだ。疲れて、それどころじゃなかったの。,Sorry I haven't fixed dinner tonight. I was so tired there was just no way.,219079,56395
ごめん！蹴飛ばすつもりじゃなかったんだ。,I'm so sorry. I didn't mean to kick you.,219078,56394
ご一報ください。,Let me know.,3507453,1228083
ご一行様は何名でいらっしゃいますか。,"How many are there in your party, sir?",217217,54525
ご両親は転居されたんですか？,Are your parents relocating?,8826484,7131976
ご主人と交信なさりたいんですね。,I understand you wish to contact your husband.,217141,54448
ご主人の健康診断を徹底的に行うことを勧めます。,I recommend a thorough checkup for your husband.,217139,54446
ご乗車ありがとうございます。,Welcome aboard!,217121,54349
ご伝言、うけたまわります。,I can take a message.,3614736,1887110
ご健康に恵まれますよう。,May you be blessed with good health.,217168,54475
ご冥福をお祈りします。,May his soul rest in peace.,76702,327018
ご出発の時刻をお知らせ下さい。,Let me know the time you are leaving.,217132,54439
ご出身はどこですか。,Where do you come from?,217133,17150
ご出身はどこですか。,Where are you from?,217133,370703
ご参考までに。,For your information.,217156,54463
ご友情は私にはたいそう尊いものです。,Your friendship means much to me.,217002,54309
ご友情は私にはたいそう尊いものです。,Your friendship means a lot to me.,217002,503856
ご同行くださるなら大変ありがたく思います。,I'll be happy if you will come with me.,217039,54346
ご同行くださるなら大変ありがたく思います。,I'd be delighted if you'd come with me.,217039,1223588
ご同行くださるなら大変ありがたく思います。,I'd appreciate it if you'd come with me.,217039,1223591
ご好意に対し厚くお礼を申し上げます。,I'm deeply grateful for your kindness.,217164,54471
ご婦人のためにドアを押さえて開けておくなんて君は親切だね。,It is nice of you to hold a door open for a lady.,217023,54330
ご子息のご結婚を心よりお祝い申し上げます。,Please accept our heartiest congratulations on the marriage of your son.,217155,54462
ご存じのように人生は航海にたとえられる。,"As you know, life is comparable to a voyage.",217082,54389
ご存知のように、私たちは大雨のせいで遅れたのです。,"As you know, we were late due to the heavy rain.",217078,54385
ご家族の皆様おかわりありませんか。,How's your family?,217194,54503
ご手配ありがとうございます。,Thank you for making the arrangements.,217136,54442
ご指摘ありがとうございます。,Thanks for pointing this out.,2665202,2673927
ご指摘ありがとうございます。,Thanks for pointing that out.,2665202,3728885
ご指摘ありがとうございます。,Thank you for pointing that out.,2665202,8581692
ご教示ありがとうございます。助かりました。,Thank you for your instruction. It really helped.,76705,327016
ご期待に添いかねます。,"I'm sorry, but we cannot meet your requirements.",217185,1699524
ご期待に添いかねます。,"I'm sorry, but we can't meet your requirements.",217185,10091773
ご検討頂くために。,For your consideration.,217165,54473
ご決定に異存はございません。,I don't disagree with your decision.,10320676,2315234
ご注文の品が破損していたとのことで、お詫び申し上げます。,We're very sorry that your order was damaged.,217065,54372
ご注文の品が破損していたとのことで、お詫び申し上げます。,We're very sorry your order was damaged.,217065,7185919
ご注文を下記の通り確認します。,We will confirm your order as follows.,217059,54366
ご注文を受け取り次第、製品を貴社にお送りします。,We will ship the product immediately after receiving your order.,217058,54365
ご用件は伺っておりますか？,Are you being waited on?,9323502,54303
ご用件は伺っておりますか？,Have you been waited on?,9323502,54304
ご破算にしよう。,Let's throw it away and start over with a clean slate.,217035,54342
ご苦労様でした。,Thank you for your trouble.,217173,54481
ご著者がマスコミの受けがいいとかで何よりです。,I'm glad your book was received kindly by the press.,217055,54362
ご要望にお応えできずに申しわけありません。,We are sorry we are unable to accept your request.,216993,54300
ご要望に従って私の写真を同封します。,"In accordance with your request, I enclose a picture of myself.",216990,54297
ご近所さんのとこにはザクロの木があるのよ。,My neighbors have a pomegranate tree.,9727086,9725071
ご長男はおいくつですか？,How old is your oldest son?,9314362,467969
ご飯の一粒たりとも無駄にするな！,Waste not a single grain of rice!,369279,534640
