Order,Component,Type
5094,西日本,word
5095,西日本ではよく耳にします。,sentence
5096,主治,sentence-component
5097,視聴者,word
5098,テレビは視聴者に娯楽ばかりではなく、知識も与える。,sentence
5099,ぴかぴか,word
5100,よし、今日は床をぴかぴかに磨くぞ。,sentence
5101,親方,word
5102,私生活,word
5103,その委員は私生活においては歯科医である。,sentence
5104,言,word
5105,彼の言に従って行動するのはりこうではない。,sentence
5106,行儀作法,word
5107,その少年は行儀作法を知らない。,sentence
5108,訪米,word
5109,弄ぶ,word
5110,あなたは彼の気持ちを弄んではいけない。,sentence
5111,調書,word
5112,実演,word
5113,セールスマンはその使い方を実演した。,sentence
5114,譲渡,word
5115,顰め面,word
5116,しかめっ面は、やめろ。,sentence
5117,護憲,word
5118,香,word
5119,薔薇の花は、他の名で呼んでも同じように良い香がする。,sentence
5120,蒲,word
5121,蟆,kanji
5122,蟆,word
5123,詹,kanji
5124,蟾,kanji
5125,蟾,word
5126,蟇,kanji
5127,蝦蟇,word
5128,蟇,word
5129,カエルとヒキガエルの区別が出来ない。,sentence
5130,がま,word
5131,ショーがまもなく始まりますよ。,sentence
5132,買い,word
5133,「今週からプール開きね」「そっかー。じゃあ、水着買いに行かなきゃ」,sentence
5134,絞める,word
5135,座席ベルトをお絞めになり、タバコはご遠慮下さいませ。,sentence
5136,贈賄,word
5137,これはある国ではいわゆる「贈り物」で、他の国では「贈賄」である。,sentence
5138,めざす,word-reading
5139,これらすべてのスポーツ、および他の多くのものは、何かをめざしたいという人間の衝動に支配されている。,sentence
5140,走行,word
5141,探索,word
5142,彼の死でその探索は中止された。,sentence
5143,農産,word
5144,わが国の主な農産物は米である。,sentence
5145,農産物,word
5146,引き渡す,word
5147,その男は警察へ引き渡された。,sentence
5148,追っ掛ける,word
5149,通り掛かる,word
5150,すると、たまたま少女のおばあちゃんが通りかかる。,sentence
5151,速報,word
5152,大笑い,word
5153,あのコメントには大笑いしたよ。ありがとさん。,sentence
5154,選,word
5155,重税,word
5156,ウイスキーには重税が課せられていた。,sentence
5157,選抜,word
5158,いかす,word
5159,だってきみってすごくイカしてるんだもの。,sentence
5160,選挙戦,word
5161,彼は増税反対の立場をとったことで、選挙戦に決着をつけました。,sentence
5162,感情的,word
5163,たまに感情的になることがあります。,sentence
5164,開示,word
5165,シャイ,word
5166,あいつはちょっとシャイなんだ。,sentence
5167,離党,word
5168,彼は離党した。,sentence
5169,km,sentence-component
5170,ここから海岸までは大体3kmくらいです。,sentence
5171,離脱,word
5172,国民党は、簡潔に言うと、政治が崩壊する前に政府を離脱する必要があった。,sentence
5173,仕来り,word
5174,これは家族のしきたりなの。,sentence
5175,震源,word
5176,仕打ち,word
5177,その女の子は彼の残酷な仕打ちになすがままになった。,sentence
5178,飲食,word
5179,図書館内は飲食禁止です。,sentence
5180,ぐる,word
5181,トップ２社は実はぐるになっているのです。,sentence
5182,骨髄,word
5183,ウォッカ,word
5184,ウォッカが欲しいのかい？,sentence
5185,井,word
5186,ついに彼は絶望の井に到着した。,sentence
5187,秘,word
5188,ペルー,word
5189,ペルーの共通語は何ですか。,sentence
5190,一塁,word
5191,彼は一塁へ投げた。,sentence
5192,原住,sentence-component
5193,一年生,word
5194,原住,word-component
5195,原住民,word
5196,アメリカの太平洋北西海岸沿いに住む原住民は、おそらくアジアから移住した種族の子孫なのである。,sentence
5197,一律,word
5198,橋本,sentence-component
5199,彼らは、橋本を総理大臣に選んだ。,sentence
5200,一発,word
5201,大当たり,word
5202,その新しい映画は大当たりだった。,sentence
5203,一票,word
5204,書き写す,word
5205,この書類を書き写すとき一語もおとすことのないように気をつけなさい。,sentence
5206,一線,word
5207,邪悪,word
5208,動物は邪悪な人間に比べ悪い行動はしない。,sentence
5209,上げ,word
5210,出鱈目,word
5211,あの人の言うことはでたらめです。,sentence
5212,上田,word
5213,考案,word
5214,人間は自らを守るために住居を考案した。,sentence
5215,下位,word
5216,行かす,sentence-component
5217,だれが彼の代わりに行かされるのか、さっぱりわからない。,sentence
5218,不動,word
5219,彼が引き受けるべきだという私の考えは不動だ。,sentence
5220,手先,word
5221,あいつの手先じゃない。,sentence
5222,中南米,word
5223,かんかん,word
5224,ひどかったわよ。スーはその後で水で滑ったし、みんなあなたに対してかんかんよ。,sentence
5225,好意的,word
5226,その映画はとても好意的な批判を受けた。,sentence
5227,亀裂,word
5228,人格者,word
5229,彼が人格者であることは否定できない。,sentence
5230,二階建て,word
5231,ばたん,word
5232,ドアが不意にバタンとしまったので驚いてしまった。,sentence
5233,人件,word-component
5234,人件費,word
5235,彫像,word
5236,その彫像には頭がない。,sentence
5237,今夏,word
5238,あの店では今夏物の特売中です。,sentence
5239,狂,word
5240,スミス夫人はテレビ狂といってもいいくらいです。,sentence
5241,他国,word
5242,いかなる国も他国の内政に干渉してはならない。,sentence
5243,粗野,word
5244,どうやって君の粗野な態度を正当化するんだ。,sentence
5245,代々,word
5246,この伝統は代々受け継がれている。,sentence
5247,君主,word
5248,君主はその葬儀に出席することになっている。,sentence
5249,代理店,word
5250,この娘はこの前のバイトをよこした代理店から送られてきたのか。,sentence
5251,見破る,word
5252,その学生の不正行為はすぐに見破られた。,sentence
5253,仮称,word
5254,崇高,word
5255,その人たちは崇高な心をもつべきだ。,sentence
5256,低める,word
5257,門出,word
5258,その男は幼い少女を殺したかどで裁判にかけられている。,sentence
5259,侵攻,word
5260,水夫,word
5261,トムは水夫の役を演じた。,sentence
5262,保守党,word
5263,茹で卵,word
5264,ゆで卵が好きなんだ。,sentence
5265,保持,word
5266,コンピューターを使えば情報を保持することができる。,sentence
5267,しくじる,word
5268,しくじった。,sentence
5269,修復,word
5270,その城は修復され市民に公開されている。,sentence
5271,中心地,word
5272,この道を行けば駅と市の中心地にでます。,sentence
5273,免疫,word
5274,うちの子供はみな、はしかには免疫がある。,sentence
5275,出社,word
5276,兄は出社前に新聞にざっと目を通すことが習慣になっている。,sentence
5277,全額,word
5278,なるべく早く、全額をご送金くださるようお願いします。,sentence
5279,類い,word
5280,こういった類の宝石はほとんど価値がない。,sentence
5281,公社,word
5282,口髭,word
5283,トムは口ひげを生やした。,sentence
5284,内務,word
5285,古本屋,word
5286,ぼくはこの本を古本屋で見つけた。,sentence
5287,内訳,word
5288,その内訳は？,sentence
5289,転げる,word
5290,彼は丘をころげるようにやってきた。,sentence
5291,円相場,word
5292,ドルに対する円相場があがった。,sentence
5293,会社員,word
5294,会社員です。,sentence
5295,再発,word
5296,そういう事故は再発するおそれがある。,sentence
5297,程々,word
5298,お酒はほどほどに。,sentence
5299,出稼ぎ,word
5300,アジア諸国などから出稼ぎにきた外国人をメイドとして使うのが常識のようになっている。,sentence
5301,さける,word-reading
5302,ジムは怒りを抑えて争いをさけることができた。,sentence
5303,出身者,word
5304,トムは私が知っている唯一のボストン出身者だ。,sentence
5305,じ,word
5306,なんじの隣人をおのれのごとく愛すべし。,sentence
5307,創業,word
5308,彷,kanji
5309,徨,kanji
5310,彷徨く,word
5311,変な人が家の周りをうろついてるわよ。,sentence
5312,化学兵器,word
5313,条約は化学兵器の使用を禁止している。,sentence
5314,解き方,word
5315,そのなぞなぞの解き方が解らない。,sentence
5316,医大,word
5317,ダンは医大に入学を許可されました。,sentence
5318,仕掛ける,word
5319,トムが話をしかけたその時、灯りが消えた。,sentence
5320,南米,word
5321,当社の第一目標は南米市場を拡大することです。,sentence
5322,サミー,sentence-component
5323,これはサミーさんのサインをもらう貴重な機会だ。,sentence
5324,単身,word
5325,余所者,word
5326,あまりに旅に時間を費やす者は、最後には己の国でよそものとなる。,sentence
5327,厚相,word
5328,有り余る,word
5329,ありあまるほどの時間がある。,sentence
5330,参拝,word
5331,元日に神社へ参拝する日本人は多い。,sentence
5332,鵞,kanji
5333,鵞鳥,word
5334,なぜあのがちょうは卵の上に座っているのですか。,sentence
5335,参謀,word
5336,座り込む,word
5337,しばらくして小さい黒いウサギが座り込んでしまいました。そしてとても悲しそうに見えました。,sentence
5338,召集,word
5339,トムは軍隊に召集された。,sentence
5340,ライブ,word
5341,右派,word
5342,かげ,word-reading
5343,他人のかげで悪口を言ってはなりません。,sentence
5344,司令部,word
5345,晴雨,word
5346,マラソンは晴雨にかかわらず開かれます。,sentence
5347,合憲,word
5348,子羊,word
5349,アラビアでは肉をとるために小羊を飼っている。,sentence
5350,同席,word
5351,同席してもいいかな。,sentence
5352,擦り切れる,word
5353,お金の無い学生時代には、やっと手に入れたレコードをすり切れるまで聴いたものだ。,sentence
5354,商工,word
5355,服役,word
5356,トムは今、150年の懲役に服役している。,sentence
5357,回線,word
5358,この回線の細さじゃ、動画は見られないよ。,sentence
5359,180,sentence-component
5360,兄は本当に背が高く、１８０センチほどあります。,sentence
5361,回避,word
5362,彼らは戦争を回避しようと、あらゆる手段を探し求めた。,sentence
5363,ゼリー,word
5364,ゼリーは冷えると固くなる。,sentence
5365,ちんぷんかんぷん,word
5366,これは何のことかチンプンカンプンだ。,sentence
5367,土木,word
5368,むかむか,word
5369,そんな詰まらないことでトムとケンカしちゃって信じられないよ！胃がムカムカして気持ち悪いな～。,sentence
5370,報復,word
5371,トムは報復を望んでいる。,sentence
5372,会計士,word
5373,その会計士に疑わしい点はなさそうだ。,sentence
5374,増殖,word
5375,勝ち目,word
5376,これは勝ち目がないぞ。,sentence
5377,大物,word
5378,スミスさんは自分のことを大物だと思っている。,sentence
5379,遣らかす,word
5380,またトム、やらかしたらしいよ。,sentence
5381,大詰め,word
5382,真剣にやってよね。学園祭は待ってくれないんだよ、もう大詰めなんだから。,sentence
5383,囚,word
5384,彼が脱獄囚だなんて、私には思いもよらなかった。,sentence
5385,大野,word
5386,仮病,word
5387,あなたは彼が仮病を使っていただけだと思いますか。,sentence
5388,委託,word
5389,ベンは日記を弁護士が管理するよう委託した。,sentence
5390,強奪,word
5391,その男がスーザンからすべてのお金を強奪したのです。,sentence
5392,学芸,word
5393,反逆者,word
5394,反逆者はついに捕まり刑務所に監禁された。,sentence
5395,学術,word
5396,学術誌へ投稿中の論文を記入する場合は、掲載が決定しているものに限ります。,sentence
5397,年齢的,sentence-component
5398,これ、トムの年齢的にキツイでしょ。,sentence
5399,完封,word
5400,つめ,word-reading
5401,いくつめの駅ですか。,sentence
5402,完投,word
5403,出生率,word
5404,ここ数年、出生率は低下し続けるだろう。,sentence
5405,宮内,word
5406,宮内庁,word
5407,バブル,word
5408,バブルははじけた。,sentence
5409,家宅,word
5410,警察はありうべき証拠を求めて家宅捜索した。,sentence
5411,信濃川,sentence-component
5412,この川は信濃川の３分の１の長さである。,sentence
5413,宿舎,word
5414,カロリー,word
5415,あなたは必要以上のカロリーをとっている。,sentence
5416,対戦,word
5417,わが校はあす南高校と対戦する。,sentence
5418,執り行う,word
5419,ジョンとジルは来月、結婚式を執り行います。,sentence
5420,対照的,word
5421,イヌとは対照的に、ネコはごく最近になって飼いならされたものである。,sentence
5422,ライス,word
5423,ライスとキャベツをお代わりお願いします。,sentence
5424,山岳,word
5425,この犬は山岳地で人を救助するよう訓練されています。,sentence
5426,諸島,word
5427,世界一大きな望遠鏡はカナリア諸島にある。,sentence
5428,左派,word
5429,ぐらぐら,word
5430,この歯がグラグラします。,sentence
5431,左腕,word
5432,ジョーンはその事故で左腕の骨を折った。,sentence
5433,健康的,word
5434,あの赤ん坊はまるまるしていて健康的だ。,sentence
5435,差益,word
5436,大火事,word
5437,何十もの家がその大火事で焼けた。,sentence
5438,市中,word
5439,頬張る,word
5440,口いっぱいにほおばっておしゃべりしていけません。,sentence
5441,帰還,word
5442,そのうち３機はまだ帰還の報告はない。,sentence
5443,二進,word
5444,世の中には10種類の人間がいる。二進法が分かる者と分からない者だ。,sentence
5445,庁舎,word
5446,創造力,word
5447,その場所は創造力豊かな若い人であふれていた。,sentence
5448,広がり,word
5449,彼は広がりを見せる汚職スキャンダルで摘発された最初の国会議員です。,sentence
5450,悪臭,word
5451,その悪臭にむかむかした。,sentence
5452,応える,word
5453,銀行口座,word
5454,あなたの銀行口座を教えていただけますか。,sentence
5455,遽,kanji
5456,急遽,word
5457,急きょ,word
5458,宿る,word
5459,その幻は意識の中に宿り、静寂のなかで動かない。,sentence
5460,慣行,word
5461,その慣行は廃止すべきだ。,sentence
5462,ペンス,word
5463,「１秒６ペンスだからね」とボブが念を押す。,sentence
5464,戦時,word
5465,我々は戦時中は石油なしで済まさなければならなかった。,sentence
5466,テロリスト,word
5467,テロリストの爆弾によって、祭気分はいささか消沈した。,sentence
5468,拍車,word
5469,教育にもっとお金をかければ経済成長に拍車がかかるだろう。,sentence
5470,数千,word
5471,この病気で数千の犠牲者が出た。,sentence
5472,拠出,word
5473,環境を救うために、みんなが拠出も含めた協力をしなければならないでしょう。,sentence
5474,マレー,word-component
5475,マレーシア,word
5476,これはマレーシアから輸入した原料です。,sentence
5477,捕手,word
5478,f,sentence-component
5479,私は化学でFを取った。,sentence
5480,排出,word
5481,アメリカは世界の１／４の二酸化炭素を排出しており、一人当たりの排出量も世界で最も多いのです。,sentence
5482,罪人,word
5483,罪人は考えを変えるよう彼に懇願した。,sentence
5484,採択,word
5485,その委員会はその提案を採択した。,sentence
5486,ビニール,word
5487,スーパーのビニール袋って、ごみ入れる以外に使い道ないもんかな。,sentence
5488,控除,word
5489,税務署は控除を認めた。,sentence
5490,だに,word
5491,こんなことになるなんて、想像だにしなかった。,sentence
5492,撤去,word
5493,彼は自転車を撤去することを提案した。,sentence
5494,ジーパン,word
5495,ジーパンに穴があいた。,sentence
5496,操業,word
5497,その工場は来月から操業を中止する。,sentence
5498,初耳,word
5499,このニュースは初耳です。,sentence
5500,支障,word
5501,私が行くことに支障は何もありません。,sentence
5502,家鴨,word
5503,アヒルとガチョウの区別が付きますか。,sentence
5504,改憲,word
5505,散会,word
5506,あなたがそこに着くまでには、その会合は散会となっているでしょう。,sentence
5507,放射性,word
5508,人間の行為が放射性物質よりも環境に危険だということは明らかです。,sentence
5509,持ち帰り,word
5510,「こちらでお召し上がりですか？」「いえ、持ち帰りで」,sentence
5511,放射線,word
5512,その幼児は放射線にさらされていた。,sentence
5513,赤面,word
5514,その時自分がなんとばかであったかを考えると赤面する。,sentence
5515,政務,word
5516,政務次官,word
5517,落ち合う,word
5518,そこで落ち合おう。,sentence
5519,故人,word
5520,故人は８０歳であった。,sentence
5521,篠山,sentence-component
5522,あなたはどれくらい篠山に住んでいるのですか。,sentence
5523,数々,word
5524,あなたの数々のご親切に対してお礼の申し上げ様もございません。,sentence
5525,グレース,sentence-component
5526,この手紙に彼が来月グレースと結婚すると書いてある。,sentence
5527,文相,word
5528,サマー,word
5529,君と一緒なら、年中サマーさ。,sentence
5530,斎場,word
5531,カセット,word
5532,このカセットレコーダーを修理してもらいたい。,sentence
5533,断,word
5534,イースター,word
5535,よいイースターを迎えられますよう。,sentence
5536,新法,word
5537,この新法で、大気汚染の６０％が削減できると期待されている。,sentence
5538,丸切り,word
5539,おもってたのとまるっきり違いますねえ。,sentence
5540,日産,word
5541,この車の前は、ニッサン車に乗っていました。,sentence
5542,最低賃金,word
5543,あなたの国の最低賃金はいくらですか？,sentence
5544,昨,word
5545,おじは私に昨日本をくれました。これがその本です。,sentence
5546,昨年度,word
5547,差し当たり,word
5548,さしあたり、我々にはこれで間に合います。,sentence
5549,普賢,word
5550,淡水,word
5551,この装置により、簡単に海水を淡水に変えることが可能となった。,sentence
5552,暴行,word
5553,その中年の男は暴行のかどで訴えられた。,sentence
5554,泥酔,word
5555,トムは泥酔していた。,sentence
5556,更新,word
5557,トムはメアリーが記録を更新するのは無理だと考えている。,sentence
5558,アプローチ,word
5559,うまいアプローチだね。,sentence
5560,有価,word
5561,有価証券,word
5562,カフェ,word
5563,カフェがありますか。,sentence
5564,本件,word
5565,本件についての率直なご意見をお聞かせください。,sentence
5566,ずれる,word
5567,その答はピントがずれている。,sentence
5568,本拠,word
5569,御部屋,word
5570,お部屋の掃除をしましょうか？,sentence
5571,核実験,word
5572,彼らは声を大にして核実験反対を叫んだ。,sentence
5573,緊急事態,word
5574,その記者は緊急事態のときでも落ち着いていた。,sentence
5575,核燃料,word
5576,110,sentence-component
5577,この顔にピンときたら１１０番！,sentence
5578,概算,word
5579,１ドルは現在１１０円と等価である。,sentence
5580,持ち込み,word
5581,彼の財産は１億ドルと概算された。,sentence
5582,機運,word
5583,この荷物はチェックインが必要ですか？それとも、機内持ち込みが可能ですか？,sentence
5584,浮き浮き,word
5585,オーストラリアに行けると思うと、ウキウキしちゃう。,sentence
5586,歴代,word
5587,日本の首相はくるくる変わるので、歴代の首相の名前がなかなか思い出せない。,sentence
5588,花粉,word
5589,私は花粉アレルギーだ。,sentence
5590,花粉症,word
5591,かわいそうにその子は花粉症に悩んでいる。,sentence
5592,殺害,word
5593,あの子を殺害しようとしてるのよ。,sentence
5594,水遣り,word
5595,トムは庭の水やりをしている。,sentence
5596,母体,word
5597,フランス語はラテン語を母体として発達した。,sentence
5598,ボリューム,word
5599,もうちょっとボリュームを下げてください。,sentence
5600,民族主義,word
5601,彼らの民族主義がその戦争の原因の一つだった。,sentence
5602,リッチ,word
5603,もし怠け者でなかったら彼は今頃リッチになっているかもしれない。,sentence
5604,水俣,word-component
5605,水俣病,word
5606,公用語,word
5607,スイスには幾つかの公用語がある。,sentence
5608,決定的,word
5609,この仕事にはコンピューターを扱う能力が決定的に重要です。,sentence
5610,ハンター,word
5611,ぼくはトム・ハンターです。,sentence
5612,沢,word
5613,ポーランド,word
5614,あいつ、ポーランドでこのトラックを買ったんだ。,sentence
5615,波紋,word
5616,彼女の行動はいまだに日本社会に波紋を投げかけています。,sentence
5617,ペリー,sentence-component
5618,ペリーはエメット理論がニュートン物理学とは無関係に構築されたと考えているが、それは誤っている。,sentence
5619,流動,word
5620,クーラー,word
5621,うちのクーラーが故障してしまった。,sentence
5622,濃度,word
5623,リモコン,word
5624,ソファーの下にテレビのリモコンがある。,sentence
5625,火砕,word-component
5626,流,word
5627,いくら器だけを日本一にしても、中身が三流やったらな～んの意味もないんちゃうの？,sentence
5628,火砕流,word
5629,スペル,word
5630,あなたのお名前のスペルをお願いします。,sentence
5631,無償,word
5632,吃逆,word
5633,さっきからしゃっくりが止まらない。,sentence
5634,無死,word
5635,クローゼット,word
5636,クローゼットには、まだ余裕がある。,sentence
5637,特派,word
5638,特派員,word
5639,その新聞社は特派員を東京本社に呼び戻した。,sentence
5640,フライド,word
5641,生息,word
5642,この辺にはどんな種類の動物が生息していますか。,sentence
5643,アメリカ英語,word
5644,アメリカ英語を使っているあいだは、このかたちは使わない。,sentence
5645,用品,word
5646,あのスーパーに行けば、たいていの日用品は間に合います。,sentence
5647,レタス,word
5648,「あれ、レタスちゃんと洗った？」「細かいことは気にすんな」,sentence
5649,疾患,word
5650,一部の疾患の原因は欠陥遺伝子です。,sentence
5651,居所,word
5652,ホームページに住所を書いたら、その気になれば誰でもあなたの居所を突き止められる。,sentence
5653,療法,word
5654,その療法は少し痛むのでしょうか。,sentence
5655,ロジバン,word
5656,ロジバンが話せる人に気をつけて!,sentence
5657,皇室,word
5658,腫れる,word
5659,小指が腫れてるんです。,sentence
5660,皇居,word
5661,最高裁判所は皇居の近くにある。,sentence
5662,アプリ,word
5663,このアプリ、すごいよ。,sentence
5664,皇民,word-component
5665,皇民党,word
5666,アトリエ,word
5667,私はある時、初めて知り合いになった画家に伴われて、深夜そのアトリエにはいったことがある。屋根裏の薄暗い部屋である。,sentence
5668,目の前,word
5669,ポテチ,word
5670,「ここに置いてたポテチしらない？」「知らない」,sentence
5671,直球,word
5672,ベルベル,sentence-component
5673,ベルベル語でお話しくださいね。,sentence
5674,研究員,word
5675,元彼,word
5676,「昨日何時に寝た？」「4時」「えー、そんな遅くまで何してたの？」「元彼と電話してた」,sentence
5677,社会福祉,word
5678,ぽっちゃり,word
5679,「トムちょっと痩せた？」「僕も思った。昔もっとぽっちゃりしてたよね」,sentence
5680,神宮,word
5681,擽,kanji
5682,擽る,word
5683,くすぐらないで！,sentence
5684,私的,word
5685,それらは私的には問題ない。,sentence
5686,ファー,word
5687,トムは自らファースーツを作った。,sentence
5688,積ん読,word
5689,山羊座,word
5690,サミは山羊座です。,sentence
5691,立ち入り,word
5692,ここは立入禁止です。,sentence
5693,レッカー,word
5694,えぇ、私が加入している保険にはレッカーサービスが付いています。,sentence
5695,第一歩,word
5696,気違い,word
5697,あいつは気狂いだ。,sentence
5698,第三者,word
5699,侮る,word
5700,いきなりビールを３本飲んでしまうなんて、佐藤さんも侮れないなあ。,sentence
5701,筆頭,word
5702,PC,sentence-component
5703,今日は朝から出かけるのでPCはチェックできないから携帯の方にメール送って。,sentence
5704,管理職,word
5705,彼は管理職に昇進した。,sentence
5706,テレビドラマ,word
5707,このテレビドラマを見れば江戸時代の庶民の暮らしぶりがよくわかります。,sentence
5708,経企,word-component
5709,経企庁,word
5710,前髪,word
5711,メアリーは前髪あった方がかわいいと思う。,sentence
5712,経済企画庁,word
5713,トロフィー,word
5714,トロフィーをもらったのですか。,sentence
5715,結束,word
5716,建築物,word
5717,この建築物はモスクです。,sentence
5718,結集,word
5719,非喫煙者は新しい禁煙法を支持して結集しています。,sentence
5720,ショート,word
5721,ショートスカートはすでに時代遅れである。,sentence
5722,緊密,word
5723,今後とも、貴社と緊密なおつきあいをいただけますよう希望しております。,sentence
5724,称える,word
5725,神を称え、武器を配置せよ。,sentence
5726,褒め称える,word
5727,「お見事、よくやった」と小川選手を褒め称える報道が多かった。,sentence
5728,総合的,word
5729,この授業を通して、日本語の総合的な力を養っていきます。,sentence
5730,サイレン,word
5731,サイレンが急変を知らせました。,sentence
5732,老人ホーム,word
5733,その後は、多くの者が老人ホームで暮らすが、そこには子供とか孫が訪ねていくことが出来る。,sentence
5734,我が輩,word
5735,吾輩は子猫である。,sentence
5736,背任,word
5737,アマチュア,word
5738,あなたはプロだが私はアマチュアだ。,sentence
5739,至って,word
5740,大工が息子に、鶏小屋を造ってやるのは、いたって簡単なことである。,sentence
5741,目的語,word
5742,日本語では、目的語は主に「に」や「を」で示される。,sentence
5743,興,word
5744,出来れば,word
5745,出来れば、釣りに行きたい。,sentence
5746,草案,word
5747,このプロジェクトは去年あるパーティーでナプキンに書き留めた草案から生まれた。,sentence
5748,書き込み,word
5749,サイトの空気を悪くする書き込みを控えてください。,sentence
5750,著,word
5751,記,word
5752,その回想記は父に対する深い尊敬に満ち溢れている。,sentence
5753,藤,word
5754,藤さんがあとに４人の子を残して死にました。,sentence
5755,ソ連,word
5756,ソ連はわが国に対して強い態度をとった。,sentence
5757,被告人,word
5758,「被告人」という言葉は法律用語である。,sentence
5759,大西,sentence-component
5760,その運河は大西洋と太平洋をつないでいる。,sentence
5761,要綱,word
5762,ご利用,sentence-component
5763,このサービスは一時的にご利用いただけません。,sentence
5764,解任,word
5765,彼は、怠け者なのでその地位から解任された。,sentence
5766,眩む,word
5767,彼は強い光に目が眩んだ。,sentence
5768,試算,word
5769,労働力,word
5770,コンピューター・プログラマーの労働力が不足している。,sentence
5771,誤って,word
5772,馬鹿馬鹿しい,word
5773,あの映画の馬鹿馬鹿しさは半端ない。,sentence
5774,谷川,word
5775,ぶんぶん,word
5776,もう、さっきからブンブンと、うっとうしいハエだなあ。,sentence
5777,貸出用,word
5778,オバマ,sentence-component
5779,オバマ氏が勝つと思う。楽勝だよ。,sentence
5780,足並み,word
5781,足並みをそろえる。,sentence
5782,伸す,word
5783,このようのしてその出来事は起こった。,sentence
5784,辰,word
5785,農政,word
5786,セルビア,word
5787,これはセルビアで三番目に大きい町である。,sentence
5788,農相,word
5789,テクノロジー,word
5790,オーバーテクノロジーは英語で何ですか。,sentence
5791,近畿,word
5792,ルックス,word
5793,あの人のルックスはいまいちね。,sentence
5794,退陣,word
5795,彼らは社長に退陣するよう求めた。,sentence
5796,辞,word
5797,私は開会の辞を言った。,sentence
5798,連載,word
5799,来月号から新連載小説が始まります。,sentence
5800,リズム,word
5801,あの歌のゆっくりしたリズムが好きです。,sentence
5802,避,word-component
5803,避難民,word
5804,鞘,word
5805,すべて元の鞘におさまった。,sentence
5806,部員,word
5807,このクラブの部員の４分の３は女子です。,sentence
5808,シンプル,word
5809,それらの質問にはとてもシンプルな答えを返すことができる。,sentence
5810,銃撃,word
5811,家主は肩と腕に銃撃を受けた。,sentence
5812,ねた,word
5813,お寿司で一番好きなネタは何ですか？,sentence
5814,長期的,word
5815,ぐい,word-reading
5816,ぐいと押すとドアは開いた。,sentence
5817,長距離,word
5818,この種は長距離移動の記録を持っています。,sentence
5819,剥がす,word
5820,その警官は家から看板をはがした。,sentence
5821,開戦,word
5822,禁,word
5823,彼は一年近くもアルコール類を断っていたが、お正月の頃に禁を破ってまた元に戻ってしまった。,sentence
5824,防護,word
5825,オフ,word-reading
5826,あのお店の商品は全部１０％オフになってるよ。,sentence
5827,阻止,word
5828,その計画だけはなんとしても阻止しなくてはならない。,sentence
5829,ボード,word
5830,そのボードに書かれていた表示を見て、僕はやらなければならないことを思い出した。,sentence
5831,集計,word
5832,リストのデータは、自動集計機能を使って簡単に集計することができます。,sentence
5833,ストッキング,word
5834,このストッキングはとても高い。,sentence
5835,難色,word
5836,彼女は私がウィーンへ行くことに難色を示した。,sentence
5837,両国間,word
5838,この問題は両国間で政治的解決を見た。,sentence
5839,需給,word
5840,需給関係が緩和している。,sentence
5841,ブラウザ,word
5842,ブラウザは何をお使いですか？,sentence
5843,青少年,word
5844,彼は青少年向きの本をたくさん持っている。,sentence
5845,突き進む,word
5846,今の日本は自滅へのみちを突き進んでいますよね。,sentence
5847,順守,word
5848,すべての会員は本規則を遵守しなければならない。,sentence
5849,クリスチャン,word
5850,トムってクリスチャンなんだと思うよ。,sentence
5851,首長,word
5852,ユダヤ人,word
5853,この１００年、ユダヤ人ほど苦難をなめてきた民族はいないだろう。,sentence
5854,駐在,word
5855,彼はメキシコ駐在日本公使に任命された。,sentence
5856,ポスター,word
5857,彼はロミオを演ずるとポスターに出ていた。,sentence
5858,駐日,word
5859,彼は駐日アメリカ大使に命じられたばかりです。,sentence
5860,殆,word
5861,ほとほと,word
5862,その子にはほとほと手を焼いている。,sentence
5863,駐留,word
5864,この先,word
5865,この先どうなるの。,sentence
5866,駒,word
5867,チェスしてるよ。私、もう彼の駒を４つ取ったよ。,sentence
5868,転校,word
5869,彼は昨年転校した。,sentence
5870,高騰,word
5871,この政策は結局物価の高騰を引き起こした。,sentence
5872,パチンコ,word
5873,うちのバカ息子ときたら、大学を卒業しても就職しないでパチンコばかりしている。,sentence
5874,一党,word
5875,鱈,word
5876,たらふく,word
5877,トムはたらふく食べた。,sentence
5878,審,word-component
5879,一審,word
5880,入り込む,word
5881,彼は密かに庭に入り込んだ。,sentence
5882,一括,word
5883,それらの議題は一括して取り上げられた。,sentence
5884,セールス,word
5885,子供たちは、あのようなセールスにだまされやすい。,sentence
5886,77,word-component
5887,七七日,word
5888,出立て,word
5889,大学を出たての若者が２人加わった。,sentence
5890,不均衡,word
5891,貿易不均衡が大きな問題であるように思える。,sentence
5892,グランド,word
5893,グランドホテルまで、行ってください。,sentence
5894,世界一,word
5895,鳴り響く,word
5896,二人が教会から出ていく時に、鐘が鳴り響いた。,sentence
5897,世話人,word
5898,とある,word
5899,とある冬の日、彼女と出会った。,sentence
5900,中前,word
5901,書き取る,word
5902,これから私の言うことをどうぞ書き取ってください。,sentence
5903,中日,word
5904,トムは中日辞典を買った。,sentence
5905,唸,kanji
5906,唸る,word
5907,いぬは見知らぬ男に向かってうなった。,sentence
5908,乗員,word
5909,ボディー,word
5910,そのボクサーはボディーに一撃食らった。,sentence
5911,事例,word
5912,この規則はその事例に適用できない。,sentence
5913,飲料水,word
5914,これは飲料水ですか？,sentence
5915,二世,word
5916,不純な飲料水は病気の媒体となりうる。,sentence
